"2","3","4","5","6","7","8","9","10","s2to8"
0,590,557,4352,4351,4907,4827,5398,6382,2797.71428571429
2790,4135,4296,4203,3990,4049,4019,4736,4656,3926
3892,4786,5569,5730,5783,5690,6255,6314,6299,5386.42857142857
3892,4887,5781,5777,5938,6084,5717,5624,6189,5439.42857142857
4202,4887,5781,5777,5389,5550,5710,6275,6182,5328
4202,4894,5806,5418,5599,5759,5710,6275,6182,5341.14285714286
3620,4675,5569,5350,5403,5861,6157,6348,6337,5233.57142857143
3620,4675,4456,5350,5403,5861,6157,6348,6337,5074.57142857143
3790,4825,5726,5361,5517,5600,6137,6071,5978,5279.42857142857
